instagram_comments,offensive_language
Obrigada! Os alunos amaram! 🇧🇷,0
"dessa vez ninguém quebrou a mesa, né? vaza daqui playboy filho da puta",1
"💙💙💙💙 meu presidente , pena que não ganhou💙💋",0
Rapaz nem entrevista de emprego é tão rápido igual foi essa kkkkkkkkkk cara deu tapa na cara dela de um lado depois do outro kkkkk,1
"Se vocês focam no TRABALHO de vocês, que são suas obrigações e largasse a vida dos outros, já seria um grande avanço.",0
"E o discurso dela sobre a importancia de ocupacoes de espacos por mulheres e por mais liderancas femininas, foi maravilhoso!!! q potencia! q forca! Amei! Assistam! Eu vi foi um discurso de uma futura lider. Encantada. 👏😍",0
Eu só otimista ... só Bolsonaro e sua equipe !!!,0
Emocionante! É hora de nos voltarmos ao essencial! Estamos cansados de gente que não nos representa! #nãoexisteplanetaB,0
"A imagem do Brasil era mais queimada nos anos anteriores. Sim, pirralha, e você está sendo o que neste governo. Vai trabalhar, o país não precisa de mais notícia idiota, precisa de resultados ótimos.",1
Meu presidente👊,0
Todos farinha do mesmo saco ...os que pensam q não são logo mais será... infelizmente 😠,0
"Eu fico olhando esse povo besta do contra, ter raiva do Lula e do PT, não diminui o FATO que vc foi um otario pau no cu de ter votado no Bolsonaro . . . Faz a arminha 👉🏻👉🏻👉🏻👉🏻",1
Maravilhosa!!!❤️,0
Não cansam de passar vergonha né???? Pqp,1
"Parabéns @fernandohaddadoficial !! Que diferença, a fraseologia, a elegância, o comportamento... Vai ser nosso Presidente sim, estamos a mercê da maldade, nada pelo povo... 😔",0
Como um presidente faz esse tipo de comentário? Depreciando um estado 🤦🏼‍♀️,0
Futuros gestores do Brasil! Avante bolsonaro! Segue o plano,0
Financiada😏😏 mas o povo não apreende! Nem tudo que está na mídia é o que parece😂,0
"Sabe qto custou e qto foi pago por essa materia? Esse pessoal devia ir lá pra Nova Guine, ver se aguenta a fome q tem lá..",0
"Briguinha feia mesmo. Deviam agregar pessoas e não fazer o contrário. Mas sabemos que qqr tentativa de colocar isso na cabeça de vocês vai ir por agua abaixo. Ate onde sabemos vocês só são diferentes do pt no nome e não estão envolvidos em corrupção, mas saiba, só isso não bastará. PSL me dececionou demais. @carla.zambelli",1
E oque tem a ver se foi negra ou branca?,0
Era só o que faltava! Fachin mandar suspender o julgamento desse inútil! Esse criminoso se acha mesmo dono de todo STF,1
"O PT fez ao contrário né @gleisihoffmann ,ele tirou o emprego do trabalhador.",0
Cala a boca. Deixa eles falarem pois eles estso pegando até palavras no ar até pensamento para ter motivo para falar e criticar. Fica quieto você não é amigo do Predidrnte você é filho pior ainda por isso a cobrança e mais dura e oportunísta. Sossega essa boca. E faz tud parte engole sapo para depois engolir eles ok,1
Veja abaixo o twiter de Dinesh D´Souza:,1
Sua estúpida qual tua revolta qd o Humberto amecou.,1
nojo,1
Deus é com tigo,0
Vamos ver se pega a turma da esquerda,0
Vamos em frente! 👏👏👏👏👏👏🇧🇷🙏,0
Essa também não quero perder!!! De jeito nenhum!!! Boa Lêda Nagle!!! Essa daí eu respeito!!!!👏👏👏👏👏❤️❤️❤️❤️,0
👏 parabéns Brasil estamos juntos,0
Pelo menos isso 👏,0
Mais que merecido!!!! Meu presidente!!!!!👏👏👏👏👏,0
Vc fez por merecer!!!,0
Que nojo!!,1
Meu presidente 😅😅😅😅 presidente do caralho à 4. Bando de idiotas. Idiotas úteis,1
Fale o que tem certeza que vai ter resposta pautada para o bem,0
"E pirralha sim! Insignificante, igual seus posts!!",1
Podridão,1
Temos o presidente mais tosco de toda a história!,1
Verdade,0
Estaríamos tão bem representados se o @fernandohaddadoficial fosse o nosso Presidente.,0
Faz um programa com o Lula. Sugestão para o nome: Sol Quadrado.,1
Lindos 💕,0
"Meu Deus que vergonha desses seres travestido de humanos! São as crias de lucifer, não tem outra explicação...",1
Esse vídeo foi de 2016 esse imbecil fez isso e só falaram agora ?,1
Bachelet vc como todo bom esquerdista é uma hipócrita. Tenha pena de vc e do seu povo.,1
Dois derrotados,1
Como sei o que ela esta sentindo. Força Ministra Deus ergueu a senhora para um propósito maior. 💪🇧🇷 #somostodosdamares,0
@gleisihoffmann manda a Dilma ir saudar a mandioca e deixa a vida do presidente bolsonaro em paz suas duas capivaras loucas 😂😂😂,1
doente,1
"Esse cara tem que ser calado, não podemos achar que seja senilidade, é um criminoso sem escrúpulos e sabe bem que está fazendo.",1
Pirralha e ridicula,1
Rumo ao progresso meu amado BRASILLLLLLL 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
"Cidadão de bem, cristão.",0
Personalidade do ano isso é uma vergonha essa pirralha só fala fala e mas nada,1
"Ele sempre foi um monstro. Sempre humilhou pessoas. Sempre foi um péssimo empresário, um empregador desleal e injusto. Já deveria ter sido banido há tempos. Faustão não é muito melhor. Temos a pior televisão de todos os países.",1
Manda prender esse babaca!!!!🤬🤬🤬🤬🤬,1
#Globolixo 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
Nojo,1
"Povo deveria resistir mesmo , fazer igual Chile botar fogo no luladrão STF na corrupção seria ótimo começando por eles que é patrimônio de bosta!😂😂😂😎😎🇧🇷 ele.quer joga ele na Paulista",1
"Ocupando o mesmo antro que o condenado é péssimo sinal ,quase uma mensagem subliminar.",1
Pena pq a boquinha secou né sua socialista de merda!!!! 👊🏻👊🏻👊🏻,1
Sem palavras muito contundente,0
Os piores bandidos tão aí STF LIXOS,1
essa imbecil falando e o cachorro cagando e a mesma coisa,1
Estamos juntos eleicoes 2022 Presidente Fernando Haddad,0
Não tem o que discutir!! Lindíssima! E que discurso!! 👏,0
Meus olhos sagram com tanta besteiras que sai da boca desse ser,1
"Exatamente, apesar de ser um concurso sem o menor valor necessário para o engrandecimento da sociedade. Ter uma mulher negra, com o cabelo dela, como a mulher mais bonita do mundo. É foda pra caralho! 👏🏿",0
"Crie vergonha e pare de criticar o presidente, e pior, abrir defesa para essa delinquente.",1
Lindão demais,0
@incriveislugares2 Engano seu! Isso é coisa da direita burra q fica querendo mostrar q escolheu o lado certo,1
"Diante da escalada insana do congresso e judiciário brasileiros, fazendo tudo que não interessa ao Brasil, acho que tem que blefar, fazendo esse teatro com hienas/ AI5. Nada vai acontecer, mas é preciso fazer um contraponto que também intimide!!",0
Tenho que assistir!!!!!! Te amo já Haddad. Se tu um dia chegar a ter sucesso nessa mudança de hábito... será o presidente mais pica das galáxias do país. 💙💚,0
Velho ridículo 🤢🤮,1
Adoro!!,0
Divina👏👏👏,0
Que venham Los Hermanos 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
Estamos com você companheira Benedita. Abaixo esse governo miliciano farcista.,1
Amo os dois. ❤️,0
"Pelo que vejo grande parte do congresso legisla somente em causa própria, ladrões, corruptos não podem ser preso mas por fake news sim... Então a Globo está ferrada e PT nem se fala !",1
IDIOTAS INUTEIS. 37 mil por mes. e so fudendo os brasileiros...ta na hora do pau...,1
Eu tô esperando pra ver isso desde que a @vivi.torrico deixou um spoiller na página dela há mais de um mês! 😬🌱,0
Ele fez certo...políciais não racistas!comunistas canalhas!,1
"Por que, queridinha? 🤡🤡🤡🤡",0
"Você tem toda razão... infelizmente, o próprio filho, o maior inimigo do pai!!!",0
Este lixo e igual ao ditador Bozo fdp,1
"Venezuelanos correm para o território brasileiro pedindo socorro,e esses esquerdistas que só pensam no poder apoiando aquele filho da puta daquele psicopata. Falei",1
Só que Carla você tem princípios e não se vendeu desta forma vergonhosa.Não se compara você a está traíra,1
"Fachin Tmj, coloca este bandido na cadeia",1
Não existe segurança juridica no pais a muito.,0
Tem que mandar outra dizendo que esses vigaristas não nos representam.,1
Esse Alexandre é um especialista de respeito mesmo. Veio da merda da Globo pra estrelar ao lado da direita.👏🇧🇷🇧🇷🇧🇷,1
Linda!👏👏👏👏👏,0
Algema em tds😂😂,1
Canalha!!,1
M I S E R Á V E I S. Vão pagar muito bem... a hora de cada um vai chegar. #somoatodosdamares,1
"E os esquerdopatas! Chamam essa mulher de maluca, com certeza é inveja.",1
Meu furo presidente 👏👏👏,0
Aquele zoom maroto no Haddad lindão! Meu presidente maravilhoso!,0
Faz arminha que dói menos. 👀👀,0
"mulher não é uma pessoa, por isso está acima da sociedade",0
Pirralha,1
Bando de FDP.,1
"🤣🤣🤣🤣🤣🤣 Imbecilidade dessa repórter, que leva tudo para o lado pessoal...",1
Sem noção sobre o Brasil e uma corrupta 👎👎👿👿👿,1
É a treva.,0
"@panelacodojoaogordo podem me chamar na próxima vez q rolar esse encontro, ta?",0
Parabéns futuro Presidente da República!👏👏👏👏👏,0
Bagaceiros no poder🤮,1
Ta faltando um cabo e um soldado pra fecharem essa merda logo 🇧🇷😠,1
Quem financia? Já sabemos,0
😂😂 lixo💩,1
#globolixo,1
Cretina!!!,1
"Isso vai ser para todos os partidos ou só para o partido do presidente????? E qual vai ser o critério para isso, e quem cai julgar, porque vi o pt fazer muitos faknews e ninguém fez nada! O próprio candidato do pt às vésperas das eleições aprontou.",1
"Deus, tenha piedade da argentina",0
Meu sonho minha filha estudar no colégio militar. Lindos meninas e meninas! Avante pelo Brasil Bolsonaros!,0
Lamentável a sua mudança de postura.😢@joicehasselmannoficial .,0
"Boa noite meu deputado , verifica por gentileza o fundo de contratação para imóveis minha casa minha vida da caixa , pois está sem verba já faz um mês .. todos os construtores e corretores estamos sofrendo muito com essa situação!!",0
Não traia a nossa confiança. Nunca dê as costas para o meu presidente @jairmessiasbolsonaro.,0
ATENÇÃO AOS BOZOLOIDE DE PLANTÃO 🤣🤣🤣🤣🤣. TIRANDO SARRO DA DILMA,1
"Só os PTRALHAS, lixo do Brasil",1
É outra HIPÓCRITA 😔😔😔,1
Show 👏👏❤️,0
A S C O 😡,1
O chamado crente do demônio né,1
E tem idiota que acha graça nisso e ainda aplaude..nojo desse velho porco,1
Mete bala nesses bandidos !,1
Um tremendo FDP 😒😒😒😒,1
Esta Carta Capital é um lixo !,1
Vamos voltar a pauta #reformadaprevidencia e #vetaleiabusodeautoridade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
"Carta capital , revestinha de banca, sórdida!",1
Concordo plenamente os filhos do Presidente deveriam ser mais inteligente Será que não percebe que com isto só atrapalham o pai e é isto que os inimigos querem,0
Sepulcro caiado😈,1
Maravilhoso👏🏾👏🏾👏🏾👏🏾👏🏾,0
Essa Joice nunca me enganou,0
"Ridículo, depois de velho se presta a isso",1
"Muita saúde João gordo,mas não se mistura com esse tipo de gente se não vc se contamina.esses petralhada não prestam",1
"Greta, uma menina usada pela esquerda globalista para atingir o Brasil. Logo, o presidente está certíssimo.",1
Em uma possível situação dessas (que foi o que ele falo!) Voce deve achar que tem que agir com o exercito com flores🌹 ne Joice? 👎👎👎,0
"Nao defendo o Bolsonaro, mas a verdade seja dita. Quem faz lei é o legislativo, o presidente, mesmo se vetar ainda poder ser sancionada pelos deputados.",0
Deus vai entregar ele aos cuidados de satanás,1
Meu Deus!!! É isso o homem do bem? Misericórdia,0
Linda e com um discurso poderoso 💟,0
"Meu amigo.. política não é pra fracos não... Meu amigo é muita treta. Também, enquanto os salários forem altos terá até mortes, como tem. Era pra ser salário de professor isso aí",0
"Ministra, filha do Deus altíssimo! Não te assuste com esses filhos de satanás! Eles só fazem barulho. Vc está coberta pelo sangue do cordeiro! Fica na paz querida! Deus, só dá grandes lutas, pra grandes guerreiros! Não te mandei Eu, ???? Seja forte, não temas!!!!",1
Ele podia não abrir a boca dia nenhum...Idiota d mais esse presidente.,1
💪🇧🇷🇧🇷novo Brasilllll,0
Leda Nagle que ser humano maravilhoso. Em meio a tanta sujeira se manteve integra. Parabéns Leda!,0
Safada !! ONU não vale nada!!,1
Congresso lixo,1
😂😂😂 O importante é ela postar alguma coisa que seja contra o presidente 🐷🐷 Ela posta com prazer,0
"Este vaga vagabundo está se achando. Não tem que ter regalias, você é qualquer pessoa hoje,Ainda pensa que manda .",1
Educadores!,0
"A liberação dele é justa por estarmos seguindo o que prevê a constituição. A maioria concorda com isso, assim como a maioria concorda que foi justa a sua condenação, inclusive já julgado inúmeros recursos em terceira instância. Sua liberdade até que finalize o trânsito e julgado não descarta todas as suas condenações e comprovações de crime. São aspectos diferentes, frutos de uma aberração jurídica no nosso país que a maioria espera que seja consertada com a PEC da prisão após segunda instância.",0
A audiência desse programa deve ser zero.,0
Patriota queimando a amazônia? Cristão apoiando assassino? A continha toda fechada. Covarde.,1
Hipócritas,1
OLHA AI QUEM CENSURA????? A ESQUERDA E OS VELHOS POLÍTICOS,1
Falou e falou e não falou nada só vejo ódio na vida dela nada vê essa menina 😂😂😂😂😂😂,1
Grandes 💩💩💩isso,0
Como tá as praias no nordeste ??nao vejo você falar a respeito disso!,0
eu so queria saber porque do divórcio do presidente que vc @joicehasselmannoficial babava ovo !,1
Os Bozoloides vão fazer menos o n:2 🤣🤣🤣🤣🤣a mando do Patrão deles🤣🤣🤣🤣🤣,1
Eu avisei.,0
Parabéns Benedita...esse canalha precisa ser punido!,1
Meu futuro presidente,0
Parabéns Hadade!,0
"Sei, sei! Irresponsável. Fazer o que né! Eu entendi perfeitamente o que ele quis dizer. Mas e o Humberto Costa vai ser inquirido no conselho de ética? Interessante......",0
Mentem e roubam..... Não vai mais mamar.....,1
Uma entojada. How dare you!,1
Que pesadelo!! Que desgoverno! Que lixo este bolsofake!!😢😢,1
A única coisa que no momento a esquerda faz é rosnar!!,1
Será que a Janaína está tão sensata assim! Eu tô achando que ela tá bem em cima do muro!,0
Quando teremos a apresentação integral com som ?,0
É pilantra.,1
Lindíssima 👏👏,0
E esse verme q escreveu isso deveria ser punido..sem ética e sem moral..um verdadeiro imbecil .,1
Essa pode confiar e perfeita Leda 👏🏻👏🏻👏🏻👏🏻perguntas de nível da inteligência e não da fofoca🇧🇷,0
Leda amadaa!!,0
👏👏👏 Parabéns 👏👏👏,0
Depravado e escroto 😬😬😬,1
"De novo Narizinho,vc não cansa de falar mal do Bolsonaro,vai fazer outra coisa...vc sabe cozinhar,vai fazer alguma comida pro chifrudo do seu marido,chifrudo sim já que vc ama o cachaceiro de São Bernardo e vc qd vai ver ele em Curitiba,fica lá com ele na cela os dois a sós...",1
Pior é que tem negros que votam nessa gente! O Brasil precisa acordar!!!,0
Só os cvcardes combinam com esse expediente!,1
"@matthews_salles Que bobagem! O Glen ñ precisa da proteçao de ninguem! O flavinho, sim!",0
Que máximo!,0
"Me solidarizo com a senhora ministra, esse ser que escreveu é completamente desprovido de ética, decência, indoli, moral, um lixo da sociedade e traz consigo a educação que recebeu da própria progenitora.",1
#cadeiaparaverdevaldo #prisaoglenngreenwald #impeachmentgilmarmendes #impeachmenttoffoli #somostodosmoro #somostodosdeltandallagnol #euapoioalavajato #euapoiobolsonaro #prisaoemsegundainstancia #impeachmentrodrigomaia #impeachmentdavialcolumbre #forafelipesantacruz #fimdoforoprivilegiado #fimdofundopartidario #lulaladrao #lulapreso #foratoffoli #fimdofundoeleitoral #cpilavatoga #globofakenews #bandlixo #fimdafolhasp #fimdopteseuspuxadinhos #fimdapecdabengala #impeachmentlewandowski #pacoteanticrimeja #portaria666ja #stfvergonhanacional #bolsonarovetaoabuso #vetabolsonaro,1
